id,userid,published,last_updated,location,installer_name,installer_url,url,share,hp_model,hp_type,hp_output,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,heat_loss,age,insulation,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,electricity_tariff_unit_rate_hp,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,notes,mid_metering,kwh_m2,design_temp,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heatgeek,indoor_temperature,betateach,emoncmsorg_userid,installer_logo,ultimaterenewables,heatingacademy,youtube,data_flag,data_flag_note,hp_max_output,measured_base_DT,measured_design_DT,measured_heat_loss,measured_heat_loss_range,hp_max_output_test,volumiser,legionella_immersion,metering_inc_immersion,uses_backup_heater,metering_inc_secondary_heating_pumps,weighted_average_flow_minus_outside,measured_mean_flow_temp_coldest_day,measured_max_flow_temp_coldest_day,measured_outside_temp_coldest_day,measured_emitter_spec,measured_system_volume,weighted_average_ideal_carnot,weighted_flow_temp,latitude,longitude,stats.id,stats.timestamp,stats.combined_elec_kwh,stats.combined_heat_kwh,stats.combined_cop,stats.combined_data_length,stats.combined_elec_mean,stats.combined_heat_mean,stats.combined_flowT_mean,stats.combined_returnT_mean,stats.combined_outsideT_mean,stats.combined_roomT_mean,stats.combined_prc_carnot,stats.running_elec_kwh,stats.running_heat_kwh,stats.running_cop,stats.running_data_length,stats.running_elec_mean,stats.running_heat_mean,stats.running_flowT_mean,stats.running_returnT_mean,stats.running_outsideT_mean,stats.running_roomT_mean,stats.running_prc_carnot,stats.space_elec_kwh,stats.space_heat_kwh,stats.space_cop,stats.space_data_length,stats.space_elec_mean,stats.space_heat_mean,stats.space_flowT_mean,stats.space_returnT_mean,stats.space_outsideT_mean,stats.space_roomT_mean,stats.space_prc_carnot,stats.water_elec_kwh,stats.water_heat_kwh,stats.water_cop,stats.water_data_length,stats.water_elec_mean,stats.water_heat_mean,stats.water_flowT_mean,stats.water_returnT_mean,stats.water_outsideT_mean,stats.water_roomT_mean,stats.water_prc_carnot,stats.cooling_elec_kwh,stats.cooling_heat_kwh,stats.cooling_cop,stats.cooling_data_length,stats.cooling_elec_mean,stats.cooling_heat_mean,stats.cooling_flowT_mean,stats.cooling_returnT_mean,stats.cooling_outsideT_mean,stats.cooling_roomT_mean,stats.cooling_prc_carnot,stats.combined_cooling_kwh,stats.combined_starts,stats.combined_starts_per_hour,stats.from_energy_feeds_elec_kwh,stats.from_energy_feeds_heat_kwh,stats.from_energy_feeds_cop,stats.quality_elec,stats.quality_heat,stats.quality_flowT,stats.quality_returnT,stats.quality_outsideT,stats.quality_roomT,stats.error_air,stats.error_air_kwh,stats.unit_rate_agile,stats.unit_rate_cosy,stats.unit_rate_go
10,10,1,1730133223,North Yorkshire,Gavin Raitt,http://petrog.com/temg/gr/ws/index.html,https://emoncms.org/app/view?name=MyHeatpump&readkey=d1f298a94981a240331d3856adb69667,1,Grant Aerona3 (hybrid),Air Source,6.0,R32,Cylinder with coil,210,2.0,1,1,0,0,None,45.0,35,0.0,Central heat pump water circulation,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,51.0,Weekly,60,Detached,165.0,15500,6.25,1983 to 2011,"Fully insulated walls, floors and loft",Intelligent Octopus,On peak & Off peak,0,0,0,0,1,6,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,"WC + 3rd party thermostat EPH CP4M. The heat pump is part of a hybrid system, a gas boiler will start to take over at around 0C https://x.com/HeatingGavin/status/1754595754667028672",1,94,-3.0,0,0,0,0,0,,45189,petrog.png,0,0,,0,,6.0,4.0,23.0,4.5,0.7,0.0,0,0,0,0,0,23.4062,30.05,37.7,-2.13,20.0,180,10.0144,30.2276,54.13453275,-1.498628491239545,10,False,4834.6,20463.2,4.2326562693914696,68832300,445.666,1917.3499999999997,29.8722,27.8006,7.151459999999999,18.789,48.6591,4661.83,20442.1,4.384994733827702,26560800,661.141,2857.35,31.7981,28.801799999999997,7.181240000000001,18.7533,48.6598,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,235.558,3606,0.188597504369315,4931.27,21480.0,4.355875869704964,94.8259,94.8423,94.8423,94.8423,93.9407,48.5401,0,0.0,0.0,0.0,0.0
11,11,1,1729117569,Derby,Carbon Legacy Ltd,https://www.carbonlegacy.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=6d0aa54296732b559a2afc0256180f21,1,NIBE F1145,Ground Source,8.0,R407C,Cylinder with coil,210,2.3,1,0,0,1,Low loss header,33.0,29,6.0,Not applicable,4,Weather compensation with simple set point control,Daily scheduled heat up of tank,50.0,Disabled,60,Detached,315.0,4542,7.812,2012 or newer,Passivhaus,Intelligent Octopus GO,On peak & Off peak,11,0,5000,60,1,0,Other pulse output meter (class 1),Kamstrup heat meter (class 2),0,1,1,1,"UFH zones (x4) set for max 25C slab temp; radiators and MVHR duct heater are 'open'. Passivhaus Institute certified Low-Energy Building. F1145 GSHP compressor uses old-school on/off control rather than a variable-speed inverter drive. GSHP schedule is 'blocked' 16:00 - 19:15. Since the diverter valve is inside the GSHP unit casing (hence separate output pipes for DHW and CH) there are two heat meters, one for each 'flow' circuit. DHW versus CH is inferred by comparing the flow rates from the meters.",1,14,0.0,2331,4542,2331,0,1,0,46068,carbonlegacy.png,0,0,,0,,8.0,10.0,23.0,3.0,1.0,0.0,1,0,0,0,0,0.0,37.01,34.1,-2.11,0.0,0,0.0,0.0,52.9142235,-1.4719885461266053,11,False,2713.72,9554.28,3.5207316893415683,64860100,391.134,1521.55,27.5574,26.7654,5.69422,21.1981,55.6686,2139.36,9543.86,4.461081818861715,3796320,2029.7,9068.75,34.5898,30.01,5.09585,20.8977,55.5847,2033.41,9186.64,4.517849326992589,3646080,2008.58,9091.47,34.2184,29.6218,5.0017,20.8834,55.4775,105.957,357.214,3.371311003520296,150240,2539.08,8621.47,43.429,39.2843,7.50517,21.2461,72.0258,0.0,0.0,,0,,,,,,,,10.927,1644,0.09124870297763957,2752.13,9862.0,3.5834063071148528,99.0364,99.0364,99.0897,99.0897,99.0897,99.0897,21000,2.58917,0.0,0.0,0.0
59,55,1,1732574087,Oxford,Delta T Eco Heating Systems / Andy Silvester,https://www.deltatheating.co.uk/,https://emoncms.org/app/view?name=ASHP Primary&readkey=fe88357b2487f8e39f23c017a6d9d162,1,Vaillant Arotherm+,Air Source,5.0,R290,Phase change store,0,0.0,1,1,0,1,None,40.0,30,0.5,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,50.0,,0,End-terrace,120.0,7500,4.5,1900 to 1939,"Fully insulated walls, floors and loft",Octopus Go,On peak & Off peak,0,,0,0,0,8,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,"Nov '24 reconfigured 4-pipe buffer to volumiser, removed secondary pump and heat meter.",1,69,-3.0,0,0,0,1,1,,29806,deltatheating.png,0,0,,0,,6.1,4.1,23.0,3.4,0.5,0.0,1,0,0,0,1,28.0568,39.25,40.9,-2.62,0.0,0,8.84391,32.8592,51.7520131,-1.2578499,59,False,2333.1,8938.37,3.8311131113111316,34559700,433.719,1609.81,31.8714,30.1767,6.94499,20.1279,49.0483,2184.74,8847.12,4.04950703516208,11696200,689.664,2784.29,34.138,31.424899999999997,6.51552,20.1045,48.5407,31.9827,153.246,4.791527919781632,172310,668.374,3204.24,33.7055,30.829999999999995,6.15133,19.604,55.93470000000001,6.829,14.4027,2.109049641235906,9670,2558.06,5591.899999999999,62.9434,57.9773,9.44868,19.7686,41.7229,0.0,0.0,,0,,,,,,,,102.291,4389,0.4571914686759434,2368.02,9203.0,3.886369202962813,98.2796,98.282,98.282,98.282,99.1196,98.2174,0,0.0,0.0,0.0,0.0
470,496,1,1734428569,"Denstone, Staffordshire",Mark Shaw,https://www.shawsheating.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=53646698bd10ba801ad47516e7e4a0bc,1,Samsung Gen 7,Air Source,8.0,R290,Cylinder with coil,250,6.0,1,1,0,0,None,42.0,,0.0,Anti-freeze valves,1,Custom controller,Twice daily scheduled heat up of tank,50.0,Disabled,0,Semi-detached,99.0,0,6.0,1900 to 1939,"Cavity wall, plus some loft insulation",,,,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,"AE080CXYDEK, Grundfos UMP4 circulator pump (PWM currently not working), 35L volumiser, Heat Geek Cylinder. Homely controller installed to optimise Octopus Cosy tariff.",1,,-3.0,0,,,1,1,,0,shawsheating.png,0,0,,0,,7.758,0.0,24.0,4.57,0.5,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,17.8,0,0.0,0.0,52.9658294,-1.8554607,470,False,817.355,3024.37,3.7001914712701334,3790720,841.31,2997.22,32.2658,28.1852,5.69599,20.9346,48.20600000000001,813.792,2981.51,3.6637248830167906,2374510,1276.32,4640.04,34.4536,28.5952,5.54282,20.9257,47.862100000000005,676.123,2604.97,3.852804889051252,2159260,1180.31,4484.81,33.7045,27.9831,5.43643,20.9158,49.1626,137.669,376.532,2.73505291677865,215250,2306.0,6508.01,42.3003,34.7777,6.30786,21.0037,41.0478,0.0,0.0,,0,,,,,,,,81.809,1060,1.006668917778153,818.953,3146.0,3.841490293093743,82.782,83.3327,83.3327,83.3327,98.8208,81.6001,7930,4.22593,0.0,0.0,0.0
12,12,1,1714160974,West Yorkshire,Therma Renewables,https://www.thermarenewables.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=91f8fe2e4f55c147fa5f51afd4b6b876,1,Mitsubishi Ecodan,Air Source,8.5,R32,Cylinder with coil,210,0.68,1,1,0,0,Low loss header,45.0,33,0.0,Central heat pump water circulation,1,Weather compensation with simple set point control,Twice daily scheduled heat up of tank,46.0,Weekly,60,Detached,170.0,15452,8.0,1983 to 2011,Some insulation in walls and loft,Octopus Agile,Variable half hourly,13.5,0,0,0,1,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Sika or Grundfos VFS flow meter,0,1,0,1,,0,91,-5.2,0,0,0,0,0,,24284,thermarenewables.png,0,0,,1,Offset between flow and return temps when compressor is off results in error in measured heat.,8.5,2.0,23.0,5.0,1.0,0.0,0,0,0,0,1,0.0,36.9,0.0,-1.62,0.0,0,0.0,0.0,53.741427099999996,-1.7202003766777243,12,False,3522.92,13072.0,3.71055828687566,21633300,701.147,2547.8,30.9013,27.3494,6.190450000000001,19.3045,48.4307,3475.05,12684.8,3.6502496366958743,8272240,1532.51,5601.48,36.7692,31.408299999999997,5.92322,19.0593,46.9472,3048.39,11934.6,3.915050239634693,7362910,1515.02,5911.8,35.377,29.8371,5.86042,19.0635,48.67779999999999,426.66,750.253,1.7584329442647542,909330,1701.96,3255.03,48.624100000000006,44.5382,6.58603,19.0458,30.9878,0.0,0.0,,0,,,,,,,,125.69,1904,0.3168448641677414,3490.01,13107.8,3.7558058572898068,98.9439,99.1821,99.2023,99.203,96.9009,98.5505,0,0.0,0.0,0.0,0.0
13,13,1,1698923443,"Machynlleth, Wales",Smart Energy Systems,http://www.smartenergysystems.wales/,https://emoncms.org/ecodantest2/app/view?name=My+Heatpump,1,Mitsubishi Ecodan,Air Source,5.0,R32,None,0,0.0,0,0,0,1,None,35.0,30,0.0,Glycol/water mixture,1,"Pure weather compensation, no room influence",Not applicable,0.0,No cylinder,0,Office building,50.0,7500,1.5,Pre-1900,"Fully insulated walls, floors and loft",,,0,0,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,150,-3.0,0,0,0,0,0,0,43736,,0,0,,0,,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,26.59,0.0,-6.22,0.0,0,0.0,0.0,52.5905191,-3.8518104,13,False,1292.73,6047.59,4.678153984203972,40349800,198.42899999999997,972.5689999999998,18.2758,15.174900000000001,7.40007,,55.89479999999999,1150.99,6054.83,5.260540925637929,3520420,1186.71,6352.01,30.4437,24.9385,6.37138,,55.9285,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,125.392,1032,0.0920748058230772,1293.08,6046.24,4.675843721966158,92.925,92.8467,92.8469,92.8469,70.331,0.0,0,0.0,0.0,0.0,0.0
14,14,1,1727177480,"Malton, North Yorkshire",Peak Power Systems,,https://emoncms.org/app/view?name=MyHeatpump&readkey=ec8d930e394b95a9eb630b178fe894fc,1,Mitsubishi Ecodan,Air Source,14.0,R32,Cylinder with coil,200,0.0,1,1,0,0,Low loss header,50.0,0,0.0,Glycol/water mixture,1,Weather compensation with simple set point control,Twice daily scheduled heat up of tank,0.0,Disabled,0,Detached,150.0,41699,14.0,Pre-1900,Solid walls,,Single fixed rate,29,0,0,0,0,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Other heat meter,0,1,0,1,"Controls: Weather comp - with 3rd party stat(nest) set high, Installed with hydraulic separation but primary and secondary flows are balanced.",0,278,-4.0,0,0,0,0,0,0,45880,,0,0,,0,,14.0,1.8,23.0,5.74,0.5,0.0,0,0,0,0,1,0.0,37.86,0.0,2.57,0.0,0,0.0,0.0,54.1359924,-0.7986769,14,False,4422.3,13863.2,3.1348393369965857,27835700,858.034,2919.98,28.1998,27.481599999999997,8.80914,,39.9502,4245.21,13830.1,3.2578129232711692,9034290,1752.17,5632.44,37.796,35.3256,9.39882,,39.8488,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,187.951,1387,0.17938115441681007,4657.39,14391.6,3.09005687734976,99.5784,92.845,92.845,92.845,92.845,0.0,0,0.0,0.0,0.0,0.0
15,15,1,1722293773,"Newtown, Wales",John Cantor,https://heatpumps.co.uk/,https://emoncms.org/app/view?name=Panasonic&readkey=d64d47045794fd42f3a7b9c0b0fa4019,1,Panasonic 'J' Aquarea,Air Source,5.0,R32,Cylinder with coil,0,0.0,0,1,0,0,,38.0,39,0.0,Glycol/water mixture,1,"Pure weather compensation, no room influence",Not applicable,0.0,No cylinder,0,Detached,190.0,26000,11.0,Pre-1900,Solid walls,,,0,0,0,0,0,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Sontex heat meter (class 2),0,1,0,1,Woodstove used frequently in winter,0,137,-2.0,0,0,0,0,0,0,26350,heatpumps.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,38.53,0.0,-3.46,0.0,0,0.0,0.0,52.5135785,-3.314371,15,False,5914.24,24158.3,4.084768288064063,45105200,665.411,2677.31,34.0447,30.708099999999998,5.99423,,46.99009999999999,5769.03,23618.7,4.094050472956459,27805600,761.223,3079.98,34.8586,31.0888,5.94504,,46.7273,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,214.905,13845,1.105016716476149,5913.64,24203.4,4.092809166604663,65.9991,66.4621,66.4621,66.4621,7.88033,0.0,0,0.0,0.0,0.0,0.0
16,16,1,1729808173,Gloucestershire,Alan Clarke (self-install),,https://emoncms.org/EcodanPUZ5kW,1,Mitsubishi Ecodan,Air Source,5.0,R32,Cylinder with coil,0,0.0,0,1,0,0,None,38.0,40,0.0,Central heat pump water circulation,1,Room influence only (e.g Auto adapt),Daily scheduled heat up of tank,0.0,Other,0,Detached,180.0,7200,3.5,Pre-1900,"Fully insulated walls, floors and loft",,,0,0,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,"Radiators use TRV control, solar thermal to DHW",1,40,-1.0,0,0,0,0,1,,46382,,0,0,,0,,5.0,4.1,23.0,3.5,0.5,0.0,0,1,1,0,0,28.5599,38.67,39.6,-3.26,0.0,0,8.72185,35.1908,51.7643786,-2.1880661838719386,16,False,3467.83,14811.7,4.271172462317934,60707800,410.096,1690.3899999999999,30.9373,28.3122,6.60033,,53.2447,3362.71,14764.1,4.390536204430355,19989600,628.185,2711.87,34.9036,31.0765,6.61887,,53.062,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,197.553,3267,0.19373457776430705,3468.38,14811.0,4.270293335793656,98.0047,98.0045,98.0046,98.0046,97.5519,0.0,0,0.0,0.0,0.0,0.0
17,17,1,1729271340,Weston-super-Mare,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,https://emoncms.org/app/view?name=MyHeatpump&readkey=67a224ae97d68d125c7414ae200e14fc,1,Daikin Altherma 3,Air Source,7.0,R410A,Cylinder with coil,180,0.0,1,1,0,0,None,50.0,41,0.0,Central heat pump water circulation,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,48.0,Weekly,55,Semi-detached,111.0,9524,0.0,1940 to 1982,"Cavity wall, plus some loft insulation",Octopus Flux,On peak & Off peak,29,,5290,65,0,9,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Heat pump integration,0,1,0,1,Flow temp: 50C @ -1.7C | Controls: HP Controller w/ Weather Comp | DHW: 1-2pm up to 48C daily | Legionella: Wed 1pm 55C | ,0,86,-1.7,1332,9524,1332,0,1,,0,octopus.png,0,0,,1,Defrost energy not included,6.4,2.5,23.0,4.1,0.5,0.0,1,1,1,0,0,29.046,43.54,51.8,-0.13,0.0,0,0.0,36.8982,51.3471927,-2.9778916,17,False,5764.0,18254.9,3.16705412907703,69967500,525.611,1677.63,32.3041,29.0883,8.86751,19.8686,43.8699,5301.62,18325.5,3.4565849683681593,21865200,921.997,3136.43,39.0675,34.9296,8.37636,19.8942,44.0205,5057.69,17684.9,3.4966358159555058,21309100,901.725,3103.94,38.7639,34.5865,8.14728,19.8391,44.4028,243.932,640.617,2.6262114031779347,556110,1638.68,4433.4,49.2064,46.2751,14.7837,21.4534,35.1684,0.0,0.0,,0,,,,,,,,238.761,14285,0.7349983921106228,5795.14,18354.8,3.1672746473769395,98.4649,99.3594,99.4199,99.4199,99.4197,99.4199,15870,12.3125,0.0,0.0,0.0
64,66,1,1729267761,Newport,Swift Mechanical,https://www.swiftrenewables.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=543cbac6deb1ab8b3e4681c86a21ee07,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,300,0.0,1,1,0,0,None,40.0,35,0.55,Anti-freeze valves,6,Weather compensation with a little room influence,Daily scheduled heat up of tank,50.0,Disabled,50,Detached,230.0,9000,3.6,1940 to 1982,"Fully insulated walls, floors and loft",Intelligent Octopus,On peak & Off peak,0,,5500,90,0,27,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,22,-2.0,2000,0,0,0,0,0,47985,swiftrenewables.png,0,0,https://www.youtube.com/watch?v=kxKEx1z00-4,0,,8.6,5.1,23.0,3.81,0.8,0.0,1,0,0,0,0,29.1425,36.13,38.5,-2.31,0.0,0,8.66141,35.2563,51.5882332,-2.9974967,64,False,3211.79,12392.6,3.8584714442725088,40013300,532.355,2034.76,30.2794,28.87,6.827839999999999,19.5218,48.4661,3113.09,12282.5,3.9454368489185985,11262300,1010.43,3981.48,34.7687,31.8851,6.5087600000000005,19.5414,47.7567,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,293.759,2939,0.26442207965851355,3271.89,12911.0,3.946037305655141,97.7646,98.0599,98.0603,98.0603,97.7672,98.1377,0,0.0,0.0,0.0,0.0
20,20,1,1692626004,Nottingham,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=12f97875f83916444b9de63008e48044,1,Midea,Air Source,12.0,R32,,0,0.0,0,1,0,0,Buffer,50.0,0,0.0,Central heat pump water circulation,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 6-10C,0.0,Disabled,0,Detached,153.0,11332,8.0,1983 to 2011,"Cavity wall, plus some loft insulation",,,0,0,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,0,0,0,Controls: Manufacturer own,1,74,-2.0,0,,,0,0,,45975,,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,42.61,0.0,-0.85,0.0,0,0.0,0.0,52.9534193,-1.1496461,20,False,2775.49,10581.1,3.8123358397976577,21971400,961.692,3504.95,32.7646,31.0146,7.53962,,49.2438,2692.89,10250.5,3.806505278715432,5168080,1926.6899999999998,7256.12,37.7007,34.0454,7.401640000000001,,47.7501,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,71.887,2902,0.4754908653977443,2932.6,11246.6,3.8350269385528204,96.1458,95.9933,95.9933,95.9933,95.0943,0.0,680,0.0,0.0,0.0,0.0
21,21,1,1722473908,Bristol,Rickman Heat,https://www.rickmanheat.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=3b170a8d1d103699f73930ad1a3d82ec,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,0,0.0,1,0,0,0,,40.0,0,0.0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,0.0,Weekly,0,Semi-detached,120.0,15800,8.3,Pre-1900,Solid walls,,,0,0,0,0,0,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Kamstrup heat meter (class 2),0,1,0,1,SensoComfort WC,0,132,-3.0,0,0,0,1,0,0,45694,,0,0,,1,No heat data,8.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,29.45,0.0,0.0,0.0,0,0.0,0.0,51.4538022,-2.5972985,21,False,4169.25,16254.5,3.8986628290459917,37172300,594.011,2325.27,28.5597,26.7973,,,,3926.78,15313.4,3.8997346426334043,15580800,928.533,3595.33,31.9382,29.167299999999997,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,321.668,5969,0.5780756100644835,4385.78,16958.3,3.866655418192431,67.8352,62.2768,62.2768,62.2768,0.0,0.0,160,0.0696944,0.0,0.0,0.0
22,22,1,1729117661,Cambridge,Infinite Heating,https://infiniteheating.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=aab29cffb23ee9a6b7dc4322c1b90b83,1,Samsung HTQ,Air Source,8.0,R32,Cylinder with coil,300,2.8,1,0,0,0,None,45.0,0,0.0,Central heat pump water circulation,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 6-10C,0.0,Other,0,Semi-detached,135.0,10897,7.8,1940 to 1982,Some insulation in walls and loft,,,15,0,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,0,0,0,Homely controls including algothithm for hot water evening and morning,1,81,-3.0,0,0,0,0,0,0,46408,infiniteheating.jpg,0,0,,0,,6.6,4.0,23.0,5.0,0.7,0.0,0,0,0,0,0,30.3584,38.52,38.7,-2.33,0.0,0,8.43392,37.1925,52.2055314,0.1186637,22,False,6795.52,21059.0,3.098953428140893,59636900,719.691,2301.75,29.927599999999998,28.2257,7.45787,,42.5506,6247.06,20773.4,3.3253082249890347,13168100,1739.22,5775.53,37.4175,32.9917,7.416110000000001,,41.8916,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,318.32,6559,0.3959360731359276,6997.31,22146.0,3.164930523301097,98.1393,97.9631,97.9633,97.9633,99.2397,0.0,880,0.190321,0.0,0.0,0.0
23,23,1,1730971255,Swindon,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,https://emoncms.org/app/view?name=DaikinHeatpump&readkey=d98c7936512e6fe8ec780f3920cbd46b,1,Daikin Altherma 3,Air Source,9.0,R32,Cylinder with coil,250,0.0,1,1,0,0,None,50.0,37,0.0,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,50.0,Weekly,55,Semi-detached,140.0,10000,7.0,1940 to 1982,Some insulation in walls and loft,Intelligent Octopus,On peak & Off peak,8,0,4000,50,0,13,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Heat pump integration,1,1,0,1,"20kW of radiators at dT50. CH ~140litre volume. ESPAltherma logs flow rate from Daikin. Onewire Temp sensors on pipework, offsets tuned 20/4/24. Ext temperature sensor has some influence from sun.",0,71,-3.0,0,10384,2968,0,1,0,18113,octopus.png,0,0,,0,,9.0,4.0,23.0,2.85,0.5,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.5615327,-1.7854322,23,False,1519.84,5095.73,3.352806874407832,22479300,443.077,1590.3,28.536200000000004,26.3903,10.4533,21.1,46.5063,1357.14,5116.4,3.7699868841829134,3284670,1538.03,5784.16,35.9932,30.6723,9.61103,21.5076,46.6948,1357.14,5116.4,3.7699868841829134,3284670,1538.03,5784.16,35.9932,30.6723,9.61103,21.5076,46.6948,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,108.192,1280,0.20498858950234217,1525.06,5096.02,3.341520989338125,99.6898,99.4658,99.6921,99.6921,99.6922,98.932,18880,13.8111,0.0,0.0,0.0
24,24,1,1729117426,North Hertfordshire,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=ff8d0a784ce04a9da16cd50561b2302f,1,Vaillant Arotherm+,Air Source,5.0,R290,,0,0.0,1,1,0,0,None,40.0,37,0.65,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,50.0,Weekly,60,Semi-detached,100.0,0,5.9,1940 to 1982,"Cavity wall, plus some loft insulation",Octopus Intelligent,On peak & Off peak,22.4,0,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,0,"Room temp. mod. on VRC700, Set-back to 17 C applied from 8pm to 6am. 20 C rest of the time.",1,0,-2.0,0,8838,2232,0,0,,45592,,0,0,,0,,6.4,2.0,23.0,3.5,0.5,0.0,1,0,0,0,0,27.9698,40.69,44.9,-2.33,0.0,0,8.96072,34.8474,51.956864949999996,-0.22305090784172493,24,False,4468.5,16331.4,3.654783484390735,52174300,523.456,1828.76,31.4422,29.6858,7.16415,,45.9318,4360.3,16128.7,3.6989886017017177,19578800,834.311,3038.71,34.9275,31.9806,6.99511,,44.4125,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,152.918,5234,0.3611433215203654,4989.73,18169.2,3.6413192697801287,83.5202,81.2493,81.2493,81.2493,89.4107,0.0,0,0.0,0.0,0.0,0.0
